week,staff_id,staff_name,role,service,present
20,STF-bea9d5c9,Abigail Shaffer,doctor,emergency,0
42,STF-e72deb85,Matthew Mcmillan,doctor,ICU,1
41,STF-b13eeb99,Anthony Rodriguez,nurse,surgery,1
17,STF-5e560b99,Angie Henderson,nurse,emergency,1
39,STF-7510a5e3,Rebecca Valencia,nurse,ICU,1
3,STF-68c8a79d,Joshua Blair,nurse,emergency,1
24,STF-bfc199cf,Richard Aguirre,doctor,general_medicine,0
35,STF-5401ad3a,Anna Henderson,nurse,general_medicine,0
49,STF-98fd6aad,Aaron Wise,nursing_assistant,emergency,1
31,STF-15db5d87,Sharon Cherry,nurse,ICU,0
26,STF-ada6b167,Brittany Farmer,nurse,general_medicine,1
6,STF-25d79742,Fred Smith,nurse,surgery,0
7,STF-e9bd9766,Evelyn Galvan,nurse,general_medicine,1
31,STF-372284b1,Sherry Decker,nurse,general_medicine,1
50,STF-2e0dd6e9,Daniel Wagner,nurse,emergency,1
38,STF-95cd7529,Justin Baker,nursing_assistant,emergency,0
25,STF-26466758,Lisa Barnes,nursing_assistant,general_medicine,0
11,STF-f37c5b51,Danny Morgan,nursing_assistant,surgery,1
32,STF-59afa180,Tracy House,nurse,general_medicine,1
25,STF-f398593d,James Ferrell,nurse,emergency,1
51,STF-e72deb85,Lisa Barnes,nurse,general_medicine,1
7,STF-abfdc900,William Herrera,nurse,ICU,0
11,STF-dfe95bc8,Shannon Jones,nurse,general_medicine,0
4,STF-15db5d87,Evelyn Galvan,nursing_assistant,ICU,1
37,STF-997af03e,Cameron Parker,nursing_assistant,surgery,1
21,STF-7510a5e3,Rebecca Valencia,nurse,ICU,0
9,STF-dc6ad834,Angela Lopez,nurse,surgery,1
43,STF-e2bbe735,Brent Jordan,nursing_assistant,surgery,1
26,STF-2a9c9bdb,Crystal Robinson,nursing_assistant,surgery,1
42,STF-53629610,Brittany Farmer,nurse,surgery,0
24,STF-e573be71,Richard Rodriguez,nursing_assistant,ICU,1
9,STF-ddd99f9e,Jeffrey Chandler,nursing_assistant,ICU,0
21,STF-d1d59a8b,James Ferrell,nurse,emergency,0
13,STF-23a8d4c5,Margaret Hawkins DDS,doctor,emergency,1
13,STF-1c410c36,Eric Carney,nurse,surgery,0
51,STF-997af03e,Aaron Wise,nursing_assistant,general_medicine,1
36,STF-550b832f,Stephanie Ross,nursing_assistant,emergency,1
12,STF-997af03e,Deborah Figueroa,nurse,ICU,1
10,STF-ed194945,Connor West,nurse,ICU,1
10,STF-038ff4c9,Michael Evans,nurse,surgery,1
30,STF-9045bfe7,Christina Walters,nurse,ICU,1
33,STF-188cd855,Sierra Johnson,nurse,ICU,1
24,STF-25d79742,Tricia Valencia,nurse,surgery,0
43,STF-1bc3ecc7,Michael Lewis,doctor,general_medicine,0
4,STF-ac9813b7,Jamie Arnold,nursing_assistant,emergency,0
49,STF-05591498,William Herrera,nurse,ICU,1
27,STF-23a8d4c5,Patty Perez,doctor,emergency,0
7,STF-63b9ca1d,Jessica Holmes,doctor,ICU,1
29,STF-98fd6aad,Matthew Mcmillan,nursing_assistant,general_medicine,1
40,STF-611ad324,Crystal Robinson,nursing_assistant,emergency,0
14,STF-935c51f3,Aimee Montoya,nursing_assistant,emergency,1
41,STF-2e0dd6e9,Daniel Wagner,nurse,emergency,1
38,STF-abfdc900,William Herrera,nurse,ICU,1
36,STF-6c29c37d,Tracy House,nursing_assistant,emergency,0
35,STF-26466758,James Brown,nurse,general_medicine,1
2,STF-2e0dd6e9,Angie Henderson,nurse,emergency,0
20,STF-95cd7529,Tommy Walter,nurse,surgery,1
6,STF-064febb6,Patty Perez,nurse,surgery,1
12,STF-dc6ad834,Megan Young,nursing_assistant,surgery,0
14,STF-052894a3,Julia Torres,nursing_assistant,general_medicine,1
37,STF-b77cdc60,Allison Hill,nurse,emergency,0
29,STF-206b10dc,Sherri Baker,nursing_assistant,surgery,0
51,STF-1511492d,Richard Henson,nurse,ICU,1
27,STF-5697a657,Deborah Figueroa,nurse,ICU,1
42,STF-0f188974,Megan Young,nursing_assistant,emergency,1
42,STF-d1d59a8b,Zachary Hicks,nursing_assistant,emergency,0
28,STF-61961d5b,Christine Wright,nursing_assistant,ICU,1
32,STF-95cd7529,Tommy Walter,nurse,emergency,1
51,STF-e983db1d,Kenneth Scott,nursing_assistant,ICU,1
51,STF-bea9d5c9,Cristian Santos,nurse,emergency,1
30,STF-ada6b167,Cassandra Gaines,doctor,ICU,1
4,STF-8d812ffa,Lisa Archer,doctor,ICU,1
33,STF-1bc3ecc7,Shane Henderson,nurse,ICU,0
5,STF-064febb6,Zachary Hicks,nurse,surgery,0
37,STF-ac9813b7,Jamie Arnold,doctor,emergency,1
12,STF-206b10dc,Debra Davidson,doctor,surgery,0
6,STF-5401ad3a,Matthew Mcmillan,nurse,general_medicine,1
31,STF-b00ed3e2,Jeffrey Chandler,nurse,ICU,1
4,STF-61a51c45,Sarah Moore,nurse,surgery,1
20,STF-4daae752,Kenneth Scott,nursing_assistant,general_medicine,1
15,STF-2c8eaa98,Patty Perez,nurse,emergency,1
49,STF-d114bde8,Abigail Shaffer,nursing_assistant,emergency,1
17,STF-61961d5b,Deborah Figueroa,nurse,general_medicine,1
24,STF-63bcaa58,Denise Jacobs,nurse,general_medicine,1
30,STF-b77cdc60,Allison Hill,nurse,emergency,1
46,STF-ac9813b7,Lisa Hensley,nurse,emergency,1
24,STF-8a885bae,Megan Young,nurse,general_medicine,0
48,STF-84efb3e5,John Whitehead,nurse,general_medicine,0
31,STF-f37c5b51,Mark Perez,nurse,general_medicine,0
32,STF-ec102fe1,Whitney Peters,nurse,general_medicine,1
20,STF-c696ae9c,Connie Lawrence,nurse,emergency,1
42,STF-68c8a79d,Timothy Duncan,nursing_assistant,surgery,0
46,STF-ddd99f9e,Ashley Waller,nurse,ICU,0
9,STF-064febb6,Sherri Baker,nursing_assistant,emergency,0
26,STF-e72deb85,Kelly Donovan,nurse,general_medicine,1
13,STF-95cd7529,Tommy Walter,nurse,emergency,1
27,STF-55594f66,John Daniel,nurse,general_medicine,1
5,STF-a4c9b3f0,Debra Davidson,doctor,surgery,0
21,STF-f5164783,Christopher Bass,nurse,ICU,0
17,STF-1c410c36,Eric Carney,nurse,surgery,1
21,STF-b77cdc60,Allison Hill,doctor,emergency,1
24,STF-2dfd271e,Amy Silva,nurse,general_medicine,1
27,STF-7dfe6d32,Ryan Munoz,nurse,emergency,0
43,STF-68c8a79d,Jessica Holmes,nurse,general_medicine,1
51,STF-806b98e6,Holly Wood,nurse,emergency,1
5,STF-25d79742,Brittany Farmer,nurse,surgery,0
16,STF-ddd99f9e,Victor Baker,nurse,ICU,1
43,STF-a1420039,James Brown,nurse,general_medicine,0
25,STF-23a8d4c5,Judy Baker,nurse,surgery,1
47,STF-188cd855,Evelyn Galvan,nurse,ICU,1
15,STF-e983db1d,April Frost,nurse,ICU,1
32,STF-7510a5e3,Aaron Wise,nursing_assistant,surgery,1
46,STF-2c8eaa98,Carla Gray,doctor,emergency,0
42,STF-53629610,Anthony Humphrey,nurse,surgery,0
42,STF-6a7114cb,Kenneth Scott,nursing_assistant,ICU,0
25,STF-7dfe6d32,Gina Moore,doctor,surgery,0
3,STF-67d3ac43,Aaron Wise,nursing_assistant,general_medicine,0
3,STF-d114bde8,Gabrielle Davis,doctor,emergency,1
28,STF-e9bd9766,Christine Wright,nurse,general_medicine,1
47,STF-84efb3e5,Christina Walters,nursing_assistant,general_medicine,1
12,STF-839e61f9,Fred Smith,nurse,surgery,1
22,STF-206b10dc,Anthony Humphrey,nursing_assistant,emergency,0
1,STF-dc6ad834,Paul Jones,nursing_assistant,surgery,1
32,STF-103c818c,Zachary Hicks,nurse,surgery,0
50,STF-15db5d87,Sharon Cochran,nursing_assistant,ICU,0
2,STF-63b9ca1d,Mark Perez,nurse,surgery,1
45,STF-2c8eaa98,Tommy Walter,nursing_assistant,surgery,1
16,STF-4daae752,Larry Dixon,nursing_assistant,ICU,1
19,STF-ec102fe1,James Brown,doctor,ICU,0
39,STF-e573be71,Crystal Johnson,nurse,ICU,1
43,STF-a2ef0542,Matthew Mcmillan,doctor,ICU,1
3,STF-a493e575,Kelly Donovan,nursing_assistant,surgery,0
6,STF-727e4277,Connor West,nurse,ICU,0
5,STF-d3c13ca9,Monica Herrera,doctor,surgery,1
14,STF-064febb6,Stephanie Ross,doctor,emergency,0
20,STF-9fdbaf6f,Eric Carney,doctor,general_medicine,1
41,STF-b13eeb99,Rebecca Henderson,nurse,emergency,1
43,STF-b13eeb99,Anthony Rodriguez,doctor,surgery,1
7,STF-8c3d09d0,Michael Evans,doctor,general_medicine,1
34,STF-d114bde8,Gina Moore,nurse,emergency,1
48,STF-550b832f,Judy Baker,nurse,surgery,1
45,STF-53629610,Danny Morgan,nurse,surgery,1
48,STF-398a99e9,Nathan Maldonado,nurse,general_medicine,1
51,STF-ebbeb197,Ryan Munoz,nursing_assistant,emergency,1
7,STF-322e1cde,Jordan Henderson,nurse,general_medicine,0
23,STF-b4907958,Stephanie Ross,nurse,emergency,0
48,STF-c8ef6bb9,Tricia Valencia,nurse,surgery,0
13,STF-fc210a9e,John Pierce,nursing_assistant,emergency,0
37,STF-44cbfc17,Mike Allen,doctor,ICU,1
1,STF-651ff617,Connor West,nurse,emergency,1
13,STF-95cd7529,Patty Perez,nurse,general_medicine,0
24,STF-806b98e6,Carla Gray,nurse,emergency,1
11,STF-cf0f00c3,Aaron Wise,nurse,general_medicine,1
42,STF-ec102fe1,Amy Silva,nurse,surgery,1
18,STF-c8ef6bb9,Cassandra Gaines,nurse,emergency,1
45,STF-55594f66,Mark Perez,nursing_assistant,general_medicine,0
30,STF-b0bc8d3f,Derek Zuniga,nurse,emergency,1
47,STF-e983db1d,Kenneth Scott,nursing_assistant,ICU,0
20,STF-5401ad3a,Anna Henderson,nursing_assistant,general_medicine,1
43,STF-ddd99f9e,Victor Baker,nurse,ICU,1
14,STF-398a99e9,Tricia Valencia,nurse,surgery,1
25,STF-e983db1d,April Frost,nurse,ICU,0
36,STF-b77cdc60,Allison Hill,doctor,emergency,1
39,STF-1511492d,Richard Henson,nurse,ICU,0
37,STF-a493e575,Paul Jones,doctor,ICU,1
33,STF-e8857831,Richard Aguirre,nurse,general_medicine,1
5,STF-15db5d87,Sharon Cochran,nursing_assistant,general_medicine,1
18,STF-064febb6,Judy Baker,doctor,emergency,1
30,STF-6a7114cb,April Frost,nurse,ICU,1
47,STF-e9bd9766,Christine Wright,nursing_assistant,surgery,1
21,STF-5697a657,Paul Jones,nurse,ICU,1
17,STF-1bc3ecc7,Jessica Holmes,nursing_assistant,surgery,0
34,STF-ea97e797,Deborah Figueroa,doctor,ICU,0
23,STF-997af03e,Sandra Aguilar,nurse,ICU,1
42,STF-2a9c9bdb,Shannon Jones,nursing_assistant,surgery,0
32,STF-a2ef0542,Aaron Wise,nursing_assistant,general_medicine,1
17,STF-8a42f5e7,Shirley Suarez,nurse,general_medicine,1
35,STF-7510a5e3,Richard Henson,nurse,general_medicine,0
37,STF-5e560b99,Allison Hill,nurse,emergency,1
28,STF-651ff617,Jessica Callahan,nurse,surgery,1
45,STF-05591498,Ashley Waller,nurse,ICU,1
20,STF-c696ae9c,Cristian Santos,nurse,emergency,1
46,STF-4e69ee46,Ryan Munoz,doctor,surgery,1
40,STF-ec102fe1,Amber Kidd,nurse,general_medicine,1
29,STF-651ff617,Shannon Jones,nurse,emergency,0
25,STF-935c51f3,Lisa Archer,nursing_assistant,surgery,0
9,STF-322e1cde,William Baker,nurse,ICU,1
33,STF-03fbeddc,Brittany Farmer,nurse,emergency,0
8,STF-a4c9b3f0,Rebecca Henderson,doctor,general_medicine,0
4,STF-8b6412dc,Whitney Peters,nursing_assistant,surgery,1
17,STF-6a7114cb,April Frost,nurse,ICU,1
17,STF-b0bc8d3f,Michele Williams,nurse,emergency,0
42,STF-ed194945,Crystal Robinson,nurse,emergency,0
24,STF-cf9225db,Garrett Lin,nursing_assistant,general_medicine,0
49,STF-8b6412dc,Carol Tucker,doctor,ICU,1
33,STF-03fbeddc,Sherri Baker,nursing_assistant,surgery,0
4,STF-e9bd9766,Richard Henson,nurse,ICU,0
30,STF-b77cdc60,Allison Hill,nurse,emergency,1
21,STF-064febb6,Tommy Walter,nursing_assistant,emergency,1
31,STF-ac9813b7,Michele Williams,doctor,emergency,0
20,STF-1511492d,Rebecca Valencia,nurse,ICU,1
38,STF-b13eeb99,Justin Baker,nurse,emergency,1
23,STF-d3c13ca9,Monica Herrera,nurse,emergency,1
16,STF-8d812ffa,Aimee Montoya,nurse,general_medicine,1
19,STF-0f188974,Lauren Daniels,doctor,surgery,1
3,STF-e2bbe735,Jessica Callahan,nursing_assistant,surgery,1
37,STF-197d1927,Mike Allen,nurse,surgery,1
27,STF-ada6b167,Brittany Farmer,nurse,surgery,1
12,STF-ada6b167,Sherri Baker,nursing_assistant,emergency,1
20,STF-b77cdc60,Allison Hill,doctor,emergency,1
22,STF-6c29c37d,Connor West,doctor,ICU,1
15,STF-b13eeb99,Justin Baker,nurse,general_medicine,0
46,STF-44cbfc17,Steve Sanchez,nursing_assistant,surgery,1
23,STF-052894a3,Richard Rodriguez,nurse,ICU,1
44,STF-8a4df0f8,Ethan Adams,nurse,surgery,0
7,STF-2dfd271e,Whitney Peters,nurse,ICU,0
43,STF-1c410c36,Brittany Farmer,doctor,general_medicine,0
33,STF-4daae752,Victor Baker,nurse,ICU,1
36,STF-26466758,Amber Kidd,nurse,general_medicine,1
48,STF-935c51f3,Matthew Mcmillan,nurse,surgery,0
43,STF-ddd99f9e,William Herrera,nursing_assistant,general_medicine,0
37,STF-5157d809,Donald Wright,doctor,surgery,0
50,STF-0f188974,Steve Sanchez,doctor,ICU,0
35,STF-2dcdd6fb,Cassandra Gaines,nurse,surgery,1
49,STF-197d1927,Michael Evans,nurse,general_medicine,1
43,STF-cf0f00c3,Aaron Wise,nurse,general_medicine,1
24,STF-064febb6,Judy Baker,doctor,emergency,1
32,STF-8d812ffa,Christopher Bass,nurse,general_medicine,1
9,STF-63b9ca1d,Michael Lewis,nurse,surgery,1
38,STF-2dcdd6fb,Debra Davidson,nurse,emergency,1
16,STF-550b832f,Tricia Valencia,doctor,emergency,1
10,STF-63bcaa58,Shirley Suarez,nursing_assistant,emergency,1
34,STF-ec102fe1,Connor West,nurse,surgery,1
41,STF-6c29c37d,Richard Aguirre,doctor,general_medicine,1
20,STF-cf9225db,William Herrera,doctor,ICU,1
15,STF-03fbeddc,Cassandra Gaines,nurse,general_medicine,1
39,STF-ada6b167,Nathan Maldonado,nurse,emergency,1
9,STF-a4c9b3f0,James Ferrell,nursing_assistant,emergency,1
16,STF-806b98e6,Lisa Hensley,nurse,emergency,1
36,STF-2b4ea9d4,Jessica Smith,nursing_assistant,surgery,1
13,STF-6c29c37d,Shannon Jones,nurse,general_medicine,1
25,STF-7dfe6d32,Gina Moore,doctor,emergency,1
27,STF-2b4ea9d4,Cameron Parker,nurse,ICU,0
5,STF-c696ae9c,Daniel Wagner,nurse,emergency,0
30,STF-f37c5b51,Shane Henderson,nurse,surgery,1
3,STF-8a42f5e7,Mike Allen,nurse,general_medicine,1
15,STF-398a99e9,Nathan Maldonado,nurse,emergency,1
15,STF-e0c7759c,Angela Lopez,doctor,general_medicine,0
17,STF-5401ad3a,Brian Rodriguez,nurse,general_medicine,1
29,STF-3a9a90fd,Patty Perez,nurse,emergency,0
47,STF-9da1bed5,Michelle Harmon,nursing_assistant,ICU,1
43,STF-727e4277,Gerald Hensley,nursing_assistant,emergency,1
36,STF-11c84169,John Pierce,nurse,general_medicine,1
24,STF-8b6412dc,James Brown,nurse,ICU,1
15,STF-8b6412dc,Amber Kidd,nurse,general_medicine,1
29,STF-e9bd9766,Sierra Johnson,nurse,general_medicine,0
12,STF-e9bd9766,Sharon Cochran,nurse,ICU,1
41,STF-611ad324,Michael Lewis,nurse,emergency,0
49,STF-2a9c9bdb,Crystal Robinson,nurse,surgery,1
30,STF-61961d5b,Marc Moore,nursing_assistant,general_medicine,1
20,STF-53629610,Fred Smith,nursing_assistant,surgery,0
29,STF-2b4ea9d4,Rebecca Valencia,nurse,general_medicine,0
25,STF-2b4ea9d4,Stephen Mckee,nurse,general_medicine,0
17,STF-bfc199cf,Shane Henderson,nurse,emergency,0
43,STF-372284b1,Elizabeth Fowler,nurse,emergency,1
34,STF-5697a657,Cameron Parker,nursing_assistant,ICU,0
13,STF-e9bd9766,Rebecca Valencia,nurse,ICU,0
18,STF-3a9a90fd,Ethan Adams,nurse,emergency,1
3,STF-1bc3ecc7,Shane Henderson,nurse,emergency,0
23,STF-ebbeb197,Lisa Hensley,nurse,emergency,1
35,STF-c696ae9c,Cristian Santos,nurse,emergency,1
4,STF-4e69ee46,Ryan Munoz,doctor,emergency,0
3,STF-ada6b167,Anthony Rodriguez,doctor,surgery,0
41,STF-9045bfe7,Deborah Figueroa,nurse,general_medicine,1
49,STF-63b9ca1d,Timothy Duncan,nurse,emergency,1
22,STF-651ff617,Richard Aguirre,doctor,general_medicine,0
14,STF-188cd855,Marc Moore,nursing_assistant,general_medicine,1
24,STF-9da1bed5,Michelle Harmon,nursing_assistant,ICU,0
36,STF-8a42f5e7,Shirley Suarez,doctor,ICU,1
13,STF-d962d308,Sharon Cochran,nursing_assistant,ICU,0
37,STF-25d79742,Fred Smith,nurse,emergency,1
5,STF-7510a5e3,Cameron Parker,nurse,ICU,1
33,STF-6a7114cb,Kenneth Scott,nurse,ICU,1
15,STF-84efb3e5,Brian Rodriguez,nursing_assistant,general_medicine,0
10,STF-551ccae1,Brittney Phillips,nurse,general_medicine,1
45,STF-e573be71,Richard Rodriguez,nursing_assistant,ICU,0
7,STF-a2ef0542,Aimee Montoya,nurse,ICU,1
33,STF-1511492d,Sierra Johnson,nurse,general_medicine,1
51,STF-e2bbe735,Connor West,nurse,surgery,1
33,STF-ac9813b7,Jamie Arnold,doctor,emergency,1
28,STF-1bc3ecc7,Eric Carney,nurse,emergency,0
13,STF-5e560b99,Noah Rhodes,doctor,emergency,1
48,STF-2e0dd6e9,Noah Rhodes,nurse,emergency,0
44,STF-e983db1d,Kenneth Scott,nurse,ICU,0
51,STF-1511492d,Christine Wright,nurse,ICU,1
25,STF-839e61f9,Sherry Decker,doctor,surgery,0
3,STF-ac9813b7,Michele Williams,nurse,emergency,0
9,STF-ac9813b7,Michele Williams,nursing_assistant,emergency,1
2,STF-05591498,Garrett Lin,nursing_assistant,general_medicine,0
2,STF-c696ae9c,Cristian Santos,nurse,emergency,1
5,STF-b13eeb99,Judy Baker,nurse,emergency,0
45,STF-d114bde8,Connie Lawrence,nurse,emergency,1
29,STF-4e69ee46,Lisa Hensley,nurse,emergency,0
16,STF-1c410c36,Sherry Decker,nurse,emergency,1
47,STF-6a7114cb,April Frost,nurse,ICU,1
42,STF-26466758,Whitney Peters,nurse,general_medicine,0
21,STF-c696ae9c,Cristian Santos,nurse,emergency,0
40,STF-97ee23c3,Richard Rodriguez,nurse,ICU,1
25,STF-6a7114cb,Kenneth Scott,nurse,ICU,0
33,STF-da4920fd,Lisa Jackson,nursing_assistant,emergency,0
47,STF-cf9225db,Richard Rodriguez,nursing_assistant,ICU,0
44,STF-f5164783,Shirley Suarez,nursing_assistant,emergency,0
11,STF-9da1bed5,Michelle Harmon,nurse,ICU,1
5,STF-ada6b167,Debra Davidson,nurse,surgery,0
14,STF-e573be71,Shannon Walker,nurse,ICU,1
21,STF-103c818c,Tricia Valencia,doctor,general_medicine,1
22,STF-8325689b,Michele Williams,nurse,emergency,0
10,STF-550b832f,Rebecca Henderson,nurse,general_medicine,0
28,STF-f5164783,Lisa Barnes,nursing_assistant,general_medicine,1
19,STF-f37c5b51,Mark Perez,nurse,emergency,0
22,STF-e573be71,Evelyn Galvan,nursing_assistant,ICU,1
9,STF-1bc3ecc7,John Pierce,nurse,emergency,0
15,STF-61961d5b,Stephen Mckee,nursing_assistant,ICU,1
37,STF-9fdbaf6f,John Pierce,nurse,general_medicine,1
26,STF-ec102fe1,Whitney Peters,nurse,general_medicine,1
32,STF-5157d809,James Brown,doctor,general_medicine,0
27,STF-b4907958,Anthony Rodriguez,doctor,emergency,1
50,STF-9b87fb95,Stephanie Ross,nursing_assistant,emergency,1
51,STF-63b9ca1d,Shannon Jones,doctor,general_medicine,0
44,STF-6c29c37d,John Daniel,nurse,surgery,1
3,STF-bfc199cf,Brent Jordan,nurse,general_medicine,0
36,STF-9b87fb95,Debra Davidson,nurse,surgery,0
4,STF-a493e575,Daniel Baker,doctor,ICU,1
18,STF-53629610,Jessica Holmes,doctor,general_medicine,0
45,STF-11c84169,Joshua Blair,nurse,emergency,1
47,STF-36140a6a,Ethan Adams,nurse,emergency,1
12,STF-a493e575,Paul Jones,nurse,general_medicine,1
51,STF-2122e2a0,Denise Jacobs,nurse,emergency,1
51,STF-59afa180,Amber Kidd,nurse,general_medicine,0
13,STF-e2bbe735,Jessica Callahan,nursing_assistant,surgery,0
52,STF-97ee23c3,Crystal Johnson,nursing_assistant,ICU,1
14,STF-f5164783,Lisa Archer,nurse,ICU,0
8,STF-550b832f,Patty Perez,nurse,general_medicine,0
51,STF-cf9225db,Julia Torres,nurse,ICU,0
49,STF-ebbeb197,Gabrielle Davis,nurse,emergency,1
52,STF-67d3ac43,Deborah Figueroa,nurse,ICU,1
24,STF-59afa180,William Baker,nurse,surgery,0
34,STF-dc6ad834,Angela Lopez,nurse,surgery,1
16,STF-26466758,Whitney Peters,doctor,ICU,1
31,STF-8d812ffa,Anna Henderson,nurse,surgery,0
6,STF-53629610,Shannon Jones,nurse,emergency,1
20,STF-98fd6aad,Denise Jacobs,doctor,ICU,1
21,STF-c696ae9c,Abigail Shaffer,nurse,emergency,0
47,STF-4f1df27e,Amber Kidd,nurse,ICU,1
8,STF-26466758,Angela Lopez,nurse,emergency,1
51,STF-727e4277,Whitney Peters,nursing_assistant,general_medicine,1
24,STF-d962d308,Sharon Cochran,nurse,ICU,0
38,STF-2dcdd6fb,James Ferrell,nursing_assistant,emergency,1
38,STF-806b98e6,Lisa Jackson,doctor,general_medicine,0
40,STF-4f1df27e,Carol Tucker,nursing_assistant,surgery,0
38,STF-8a885bae,Lauren Daniels,nursing_assistant,general_medicine,0
41,STF-2b4ea9d4,Cameron Parker,nurse,general_medicine,1
10,STF-2c8eaa98,Tommy Walter,nursing_assistant,emergency,1
19,STF-651ff617,Tracy House,nurse,general_medicine,1
2,STF-15db5d87,Marc Moore,nursing_assistant,surgery,1
31,STF-2122e2a0,Deborah Figueroa,nursing_assistant,general_medicine,1
41,STF-5401ad3a,Lisa Archer,nurse,general_medicine,0
49,STF-95cd7529,Ethan Adams,doctor,general_medicine,1
2,STF-e573be71,Crystal Johnson,nurse,ICU,0
51,STF-8c3d09d0,Paul Jones,nursing_assistant,general_medicine,0
29,STF-8325689b,Michele Williams,nurse,emergency,0
40,STF-55594f66,Jessica Holmes,doctor,surgery,1
2,STF-038ff4c9,Daniel Baker,nursing_assistant,general_medicine,1
29,STF-c8ef6bb9,Zachary Hicks,doctor,surgery,1
39,STF-ed194945,Shannon Jones,nurse,general_medicine,0
16,STF-05591498,William Herrera,nursing_assistant,general_medicine,1
25,STF-98fd6aad,Brian Rodriguez,nurse,ICU,0
32,STF-c696ae9c,Cristian Santos,nurse,emergency,1
36,STF-b0bc8d3f,Lisa Hensley,nurse,surgery,1
51,STF-53629610,Crystal Robinson,nursing_assistant,emergency,0
33,STF-68c8a79d,Angelica Tucker,nurse,emergency,1
24,STF-a1420039,Jordan Henderson,nurse,surgery,0
31,STF-03fbeddc,Brittany Farmer,nurse,surgery,0
44,STF-44cbfc17,Lauren Daniels,nurse,surgery,1
22,STF-8d812ffa,Zachary Ferrell,nurse,general_medicine,1
38,STF-5697a657,Rebecca Valencia,nurse,general_medicine,1
34,STF-d962d308,Julia Torres,nurse,ICU,1
26,STF-03fbeddc,Sherry Decker,nursing_assistant,surgery,1
37,STF-ebbeb197,Monica Herrera,nurse,emergency,1
43,STF-63b9ca1d,Victoria Garcia,nurse,general_medicine,0
25,STF-f37c5b51,Danny Morgan,nurse,surgery,1
44,STF-a493e575,Daniel Baker,nurse,general_medicine,1
25,STF-3a9a90fd,Carla Gray,doctor,emergency,1
5,STF-a373df11,Jamie Arnold,nurse,emergency,0
50,STF-4b388ef9,Philip Cannon,nursing_assistant,emergency,1
18,STF-25d79742,Anthony Rodriguez,nurse,surgery,1
40,STF-5e560b99,Noah Rhodes,nurse,emergency,0
50,STF-e72deb85,Lisa Archer,nurse,general_medicine,1
43,STF-b0bc8d3f,Holly Wood,nurse,emergency,0
36,STF-ea97e797,Stephen Mckee,nurse,ICU,1
39,STF-1c410c36,Sherry Decker,nurse,surgery,0
41,STF-9da1bed5,Michelle Harmon,nurse,ICU,1
47,STF-a493e575,Steve Sanchez,nursing_assistant,surgery,0
29,STF-b13eeb99,Justin Baker,doctor,surgery,1
4,STF-398a99e9,Judy Baker,nurse,surgery,0
12,STF-2dcdd6fb,John Pierce,doctor,surgery,0
38,STF-abfdc900,Diana May,nursing_assistant,general_medicine,0
28,STF-b00ed3e2,Larry Dixon,nursing_assistant,ICU,0
15,STF-f37c5b51,Michael Lewis,nurse,surgery,0
30,STF-8c3d09d0,Megan Young,nurse,ICU,1
31,STF-ec102fe1,Carol Tucker,nursing_assistant,surgery,1
43,STF-2dfd271e,Lisa Barnes,doctor,general_medicine,0
42,STF-8a885bae,Brittney Phillips,nursing_assistant,emergency,0
23,STF-052894a3,Sharon Cochran,nursing_assistant,ICU,0
8,STF-55594f66,Brent Jordan,nurse,surgery,0
27,STF-ec102fe1,James Brown,nurse,surgery,1
36,STF-9da1bed5,April Frost,nursing_assistant,ICU,1
32,STF-bfc199cf,Crystal Robinson,doctor,surgery,1
22,STF-f5164783,Aimee Montoya,doctor,ICU,0
34,STF-67d3ac43,Sandra Aguilar,nursing_assistant,emergency,0
41,STF-d114bde8,Gina Moore,nurse,emergency,0
5,STF-cf9225db,William Herrera,nursing_assistant,general_medicine,1
20,STF-727e4277,Richard Aguirre,nurse,emergency,1
11,STF-53629610,Crystal Robinson,nursing_assistant,surgery,0
17,STF-23a8d4c5,Judy Baker,nurse,emergency,0
30,STF-b13eeb99,Stephanie Ross,nursing_assistant,general_medicine,1
9,STF-372284b1,Jeffrey Chavez,doctor,general_medicine,1
5,STF-26466758,Tracy House,nursing_assistant,emergency,1
33,STF-e8857831,Danny Morgan,nurse,general_medicine,0
16,STF-f37c5b51,Jessica Holmes,nurse,surgery,0
38,STF-8a4df0f8,Judy Baker,nursing_assistant,emergency,1
15,STF-8a42f5e7,Zachary Ferrell,nurse,general_medicine,1
8,STF-63b9ca1d,Victoria Garcia,nursing_assistant,emergency,1
16,STF-dc6ad834,Whitney Peters,nurse,surgery,1
45,STF-9045bfe7,Jessica Smith,nurse,ICU,1
